,Tweet Source,Tweet,Compound,Positive,Negative,Neutral,Tweets Ago
171,@CBS,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.0,0.82,71
172,@CBS,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,0.0,1.0,72
173,@CBS,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.436,0.0,0.564,73
174,@CBS,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.3612,0.128,0.0,0.872,74
175,@CBS,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.2732,0.176,0.105,0.719,75
176,@CBS,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.3595,0.128,0.0,0.872,76
177,@CBS,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",-0.4404,0.1,0.177,0.723,77
178,@CBS,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.176,0.0,0.824,78
179,@CBS,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.155,0.0,0.845,79
180,@CBS,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,0.0,1.0,80
181,@CBS,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,0.0,1.0,81
182,@CBS,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.062,0.131,0.807,82
183,@CBS,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.336,0.0,0.664,83
184,@CBS,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.455,0.0,0.545,84
185,@CBS,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.4926,0.151,0.0,0.849,85
186,@CBS,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,0.0,0.0,1.0,86
187,@CBS,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,0.0,0.0,1.0,87
188,@CBS,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.6239,0.203,0.0,0.797,88
189,@CBS,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",0.5859,0.174,0.0,0.826,89
190,@CBS,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.083,0.0,0.917,90
191,@CBS,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",0.0,0.0,0.0,1.0,91
192,@CBS,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,0.0,0.0,0.0,1.0,92
193,@CBS,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.131,0.061,0.808,93
194,@CBS,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.08,0.0,0.92,94
195,@CBS,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,0.4199,0.285,0.0,0.715,95
196,@CBS,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,0.0,0.0,0.0,1.0,96
197,@CBS,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",0.3595,0.151,0.0,0.849,97
198,@CBS,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,0.7177,0.261,0.0,0.739,98
199,@CBS,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,0.1867,0.093,0.0,0.907,99
200,@CNN,"The Asia-Pacific region is set to overtake the US as the world's largest prefabricated building market, a report fo… https://t.co/fBKF48ofiC",0.0,0.0,0.0,1.0,0
201,@CNN,"How stress tests measure a bank's ability to react to an economic downturn, and why more banks are now passing them… https://t.co/RqLsECjxXl",-0.128,0.095,0.116,0.788,1
202,@CNN,"The number of sexual assaults reported during commercial airline flights is increasing ""at an alarming rate,"" the F… https://t.co/jh9PRAywp2",-0.5719,0.058,0.224,0.717,2
203,@CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/TRVpAAKDWh",0.0,0.0,0.0,1.0,3
204,@CNN,Here is a breakdown of the three critical months in spring 2016 when five associates of Donald Trump met with Russi… https://t.co/BKvXZL1s96,-0.3182,0.0,0.103,0.897,4
205,@CNN,"After three years of restoration at Yosemite National Park, some of the world's biggest trees are ready to view aga… https://t.co/5kKDJnQCqy",0.3612,0.111,0.0,0.889,5
206,@CNN,"Apple is teaming up with Sesame Workshop for a brand new slate of children's programming, the tech giant announced… https://t.co/ZHqxULwgxW",0.0,0.0,0.0,1.0,6
207,@CNN,"Thanks to the popularity of Netflix's ""Stranger Things,"" sales of Eggo waffles have gotten a boost. 

But the gap b… https://t.co/mhBGTgM9Gl",0.5927,0.256,0.0,0.744,7
208,@CNN,Gatorade is going sugarless for the first time in its 53-year-history https://t.co/0Ix10tVW5n https://t.co/BzRAaqa3Nm,0.0,0.0,0.0,1.0,8
209,@CNN,Why he caved: Inside Trump's rare reversal https://t.co/bLflptZnSe https://t.co/x6BGgk4I4K,0.0,0.0,0.0,1.0,9
210,@CNN,Former CIA Director Michael Hayden defended the positions of US allies who have come out against US immigration pra… https://t.co/LqcjEwqydr,0.0,0.0,0.0,1.0,10
211,@CNN,A progressive group funded by liberal megadonor Tom Steyer is using the audio of children crying inside a detention… https://t.co/wht5NW1i3S,-0.4767,0.0,0.154,0.846,11
212,@CNN,Sen. Bernie Sanders said President Trump's zero tolerance immigration policy shows Trump is thinking like an author… https://t.co/xKxWtZfQtb,0.5719,0.227,0.0,0.773,12
213,@CNN,"RT @AC360: ""There was no requirement that they separate the family."" Constitutional law scholar Jonathan Turley says President Trump's exec…",-0.296,0.0,0.104,0.896,13
214,@CNN,"Michael Cohen's posture on cooperating with federal prosecutors is a ""moving target,"" and any decision from Cohen -… https://t.co/KoeXtLX7Xj",0.0,0.0,0.0,1.0,14
215,@CNN,"Why there are so few pictures of migrant children impacted by the Trump administration's ""zero tolerance"" immigrati… https://t.co/GDo1zob8MC",0.296,0.115,0.0,0.885,15
216,@CNN,Nigeria's #WorldCup side have lost out on more than $300k promised to them by government officials and sponsors aft… https://t.co/Snq9rqZNRS,0.1189,0.12,0.1,0.78,16
217,@CNN,Read President Trump's executive order to stop family separations at the US-Mexico border https://t.co/3QeEzeUGYb https://t.co/QDEucUItOl,-0.296,0.0,0.136,0.864,17
218,@CNN,Corey Lewandowski's comments on Fox News apparently mocking the tale of a 10-year-old girl with Down syndrome were… https://t.co/wC9XIRP6W4,-0.4019,0.0,0.137,0.863,18
219,@CNN,"RT @AC360: ""What we've seen here is one of the greatest political defeats of this presidency. ... He got beaten like a rented mule by the i…",0.3818,0.198,0.151,0.651,19
220,@CNN,"RT @CNNOpinion: 'Tender' smells of baby powder and strained pears, but not when it's masking a cruel detention system, says @JohnHMcWhorter…",-0.8834,0.0,0.377,0.623,20
221,@CNN,"One is a former hospital. Another is a retrofitted superstore. One is a tent city with the capacity to grow.

These… https://t.co/YJA6TnEwmV",0.0,0.0,0.0,1.0,21
222,@CNN,"The organizer of the white nationalist rally in Charlottesville, Virginia, last year has applied for a permit to ho… https://t.co/Cx1dpmeozy",0.0,0.0,0.0,1.0,22
223,@CNN,"German automaker Daimler has cut its profit forecast, blaming the emerging trade war between the United States and… https://t.co/eTUfYLRT3m",-0.5423,0.197,0.318,0.484,23
224,@CNN,"How stress tests measure a bank's ability to react to an economic downturn, and why more banks are now passing them… https://t.co/kWcHHhdKZQ",-0.128,0.095,0.116,0.788,24
225,@CNN,"President Trump apparently criticized Sen. John McCain's vote against repealing Obamacare, without naming him, at a… https://t.co/sfbCheJK0D",-0.3612,0.0,0.135,0.865,25
226,@CNN,"Starbucks is still facing a dilemma of increased competition and over-saturation in the US, says CNNMoney's… https://t.co/K3qkhiJLT9",0.1027,0.118,0.096,0.787,26
227,@CNN,"Match Group, owner of sites like Tinder and OkCupid, now owns a 51% stake in millennial-focused, long-term dating a… https://t.co/AIGr6X5DoC",0.3612,0.122,0.0,0.878,27
228,@CNN,Disney raised its bid for most of 21st Century Fox to $71 billion. CNN's @Hadas_Gold says she believes Comcast will… https://t.co/PGAfzOeyaw,0.0,0.0,0.0,1.0,28
229,@CNN,"A West Virginia couple says a hospital mixed up two newborn babies, after the mother showed off one baby to relativ… https://t.co/UHkaBjFvMV",0.0,0.0,0.0,1.0,29
230,@CNN,"The future is here. This week, teamLab opens its 107,000 square-foot digital-only museum in Tokyo | via @CNNStyle… https://t.co/I6GuOCsoDH",0.0,0.0,0.0,1.0,30
231,@CNN,"Sexual assaults on flights are increasing ""at an alarming rate,"" the FBI says https://t.co/VsZ5rzLdvy https://t.co/4k5bWqQDFF",-0.6124,0.0,0.278,0.722,31
232,@CNN,"RT @OutFrontCNN: ""I think the use of that word 'infest' is beneath the dignity of the office of the President"" - General Michael Hayden rea…",0.4019,0.105,0.0,0.895,32
233,@CNN,"Vietnam's ""vermicelli village"": A delicious Hanoi side trip https://t.co/DJXIzTknxC https://t.co/hQB6yDXCZd",0.5719,0.316,0.0,0.684,33
234,@CNN,"President Trump apparently criticized Sen. John McCain's vote against repealing Obamacare, without naming him, at a… https://t.co/UtE0FSl1NN",-0.3612,0.0,0.135,0.865,34
235,@CNN,Is Saudi Arabia the next big heritage tourism destination? https://t.co/2bCIYWCzIY https://t.co/k8sYdrFuLj,0.0,0.0,0.0,1.0,35
236,@CNN,"RT @AC360: Sen. Bernie Sanders: President Trump ""thinks as authoritarian types all over Europe believe that if you can foment anger against…",-0.5719,0.0,0.15,0.85,36
237,@CNN,"The US Secret Service has been alerted in response to a tweet that actor Peter Fonda posted about Barron Trump, Pre… https://t.co/neQeXUu3r6",0.0,0.0,0.0,1.0,37
238,@CNN,"RT @AC360: Sen. Bernie Sanders: President Trump ""thinks as authoritarian types all over Europe believe that if you can ferment anger agains…",-0.5719,0.0,0.15,0.85,38
239,@CNN,President Trump defended his decision to backtrack on a practice of separating undocumented immigrant families on t… https://t.co/5mhWQsGgJO,0.0,0.0,0.0,1.0,39
240,@CNN,Arizona Sen. Jeff Flake is warning that he may block votes on the nominations of all of President Donald Trump's pe… https://t.co/BPKyiNi0Rh,-0.6486,0.0,0.209,0.791,40
241,@CNN,"Trump praises Kim Jong Un at a Minnesota rally: He will turn North Korea ""into a great, successful country""… https://t.co/16varj4PaA",0.9062,0.43,0.0,0.57,41
242,@CNN,"RT @AC360: ""He created the crisis. He could end the crisis. ...(Trump) sees from his political perspective that being anti-immigrant is a w…",-0.802,0.068,0.281,0.651,42
243,@CNN,"RT @AC360: Sen. Bernie Sanders says President Trump's family separations executive order does not go ""far enough"" https://t.co/OQZbBBBwd6 h…",0.0,0.0,0.0,1.0,43
244,@CNN,"Touting his summit with Kim Jong Un, President Trump told supporters at a campaign rally that North Korea has sent… https://t.co/y8UQ5KnOYa",0.296,0.128,0.075,0.796,44
245,@CNN,Canada becomes second nation in the world to legalize marijuana https://t.co/SxBcnP0CGR https://t.co/I768rhRKTo,0.0,0.0,0.0,1.0,45
246,@CNN,"RT @OutFrontCNN: ""The headline would be: 'The President Signs an Executive Order Against Himself' because this is a crisis created by him.""…",-0.4767,0.08,0.163,0.757,46
247,@CNN,"President Donald Trump rallies with his supporters in northern Minnesota.

Watch live: https://t.co/VPCb3OIof9

Fol… https://t.co/uKjamySBBs",0.4404,0.172,0.0,0.828,47
248,@CNN,A Republican House member erupted at House Speaker Paul Ryan over their agreement involving two major immigration b… https://t.co/StoCnpwQya,0.4939,0.158,0.0,0.842,48
249,@CNN,North Dakota's GOP Rep. Kevin Cramer volunteered support for chain-link fences in facilities where the government i… https://t.co/FoOW0KqmZF,0.4019,0.137,0.0,0.863,49
250,@CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/MOw4WFQr5o",0.0,0.0,0.0,1.0,50
251,@CNN,"Thanks to the popularity of Netflix's ""Stranger Things,"" sales of Eggo waffles have gotten a boost. 

But the gap b… https://t.co/eg2KDcLEf5",0.5927,0.256,0.0,0.744,51
252,@CNN,President Donald Trump's executive order reversing course on family separations has not changed anything in terms o… https://t.co/1KfCV5fVy8,0.0,0.0,0.0,1.0,52
253,@CNN,"RT @CNNSitRoom: ""Today's action shows that Donald Trump and Secretary Nielsen lied to the American people repeatedly"" and she needs to resi…",-0.3818,0.0,0.11,0.89,53
254,@CNN,A Nigerian university has sacked a professor who was caught on tape allegedly demanding sex from a female student i… https://t.co/vP1e9SeGY6,-0.2263,0.0,0.101,0.899,54
255,@CNN,There's a theme to Trump's low points as President | Analysis by CNN's Z. Byron Wolf https://t.co/ruEOvxeewt https://t.co/UNKbuIlT4B,-0.2732,0.0,0.123,0.877,55
256,@CNN,This is a pivotal moment in American Protestantism | By Diana Butler Bass via @CNNOpinion https://t.co/1qhdZG6My4 https://t.co/1LYrqs5Zy7,0.0,0.0,0.0,1.0,56
257,@CNN,"RT @CNNSitRoom: Pulling children out of the arms of their parents is a “disgusting process as I’ve ever seen...” As a country, we should lo…",0.0,0.0,0.0,1.0,57
258,@CNN,New York Mayor Bill de Blasio blasts the Trump administration after touring a facility for immigrant children… https://t.co/NurB58DrbB,0.0,0.0,0.0,1.0,58
259,@CNN,"RT @CNNSitRoom: Rep. Vela of Texas: When you see an 8-month-old and a baby who's almost 1 without their parents, you realize these toddlers…",0.0,0.0,0.0,1.0,59
260,@CNN,"President Trump signed an executive order to keep parents and children together, contradicting assertions that only… https://t.co/rUGhPGUTnQ",-0.3182,0.0,0.126,0.874,60
261,@CNN,"""My country is no place for children."" At a shelter on the US/Mexico border, many of the 50 or so migrants contempl… https://t.co/D0mKtndYP7",-0.296,0.0,0.095,0.905,61
262,@CNN,Got powder in your carry-on? You may want to check it. The TSA has been taking a closer look at containers of powde… https://t.co/xZ79FXS08N,0.0772,0.056,0.0,0.944,62
263,@CNN,"The 17-year-old girl who called police to report her abusive parents in Perris, California, said the house the fami… https://t.co/t1D56KsVS9",-0.6369,0.0,0.181,0.819,63
264,@CNN,"""To maintain influence, we must also maintain respect. That respect only comes from approaching law enforcement in… https://t.co/Q2VmQ5E8yW",0.7351,0.279,0.0,0.721,64
265,@CNN,"Iran may have suffered defeat in their second #WorldCup game at Russia 2018, but the occasion could yet prove to be… https://t.co/tNmS4pJCgd",-0.4767,0.0,0.17,0.83,65
266,@CNN,"New Zealand Prime Minister Jacinda Ardern, the first pregnant world leader in nearly 30 years, has been admitted to… https://t.co/71yVYn0aui",0.1027,0.069,0.0,0.931,66
267,@CNN,"Republican Rep. Mark Sanford says colleagues have his back after Trump's ""nasty guy"" comment https://t.co/JKRYQT3W3W https://t.co/URAjSkSPQJ",-0.5574,0.0,0.194,0.806,67
268,@CNN,RT @CNNSitRoom: Do you give Trump credit for reversing course and signing an executive order to now keep undocumented immigrant families to…,0.3818,0.11,0.0,0.89,68
269,@CNN,President Trump will rally Minnesota supporters hours after signing an order ending family separations at the US-Me… https://t.co/Hs2CSty25O,0.4404,0.146,0.0,0.854,69
270,@CNN,"American Outdoor Brands, the gun maker that owns the Smith &amp; Wesson line of firearms, just reported plunging sales… https://t.co/oiykdlUO4l",-0.34,0.0,0.112,0.888,70
271,@CNN,"RT @TheLeadCNN: CNN’s @JakeTapper: “So yesterday, President Trump mocked you … he called you a ‘nasty guy.’ How do you respond to that?”

G…",-0.3182,0.0,0.099,0.901,71
272,@CNN,A 9-year-old boy in Greece permanently injured his left eye when he repeatedly gazed into a laser pointer's green b… https://t.co/fX48ABsGc4,-0.4019,0.0,0.13,0.87,72
273,@CNN,RT @CNNSitRoom: Rep. Swalwell: “That's embarrassing” for countries who we’ve always called peers to be condemning us for “what we’re doing…,0.0,0.0,0.0,1.0,73
274,@CNN,The father of a Chicago teenager among six people hit by gunfire said he will put aside grieving until he gets answ… https://t.co/88BTZ2EvkN,-0.5106,0.0,0.136,0.864,74
275,@CNN,What Trump's family separations executive order does https://t.co/gbfOH6mput https://t.co/YXA5sgWzUZ,0.0,0.0,0.0,1.0,75
276,@CNN,"""Stranger Things"" caused an Eggo boom. Now, sales are waffling. https://t.co/Jm4jneHGnv https://t.co/iMFkBY78FQ",0.0,0.0,0.0,1.0,76
277,@CNN,"Last week, a giant dust storm on Mars took up about a quarter of the Red Planet. Now, it's officially a ""planet-enc… https://t.co/efIzwUpIxk",0.0,0.0,0.0,1.0,77
278,@CNN,"After a historic summit with the US, North Korean leader Kim Jong Un visits with China's President Xi Jinping… https://t.co/75gVTzIr80",0.0,0.0,0.0,1.0,78
279,@CNN,A long-awaited government study on the toxicity levels chemicals commonly used in manufacturing has been made publi… https://t.co/vB5d8c2p9u,0.0,0.0,0.0,1.0,79
280,@CNN,"Instagram's new long-form video hub, IGTV, lets you post videos up to an hour long https://t.co/AKzptipNZ3 https://t.co/nYh9TqIBuK",0.0,0.0,0.0,1.0,80
281,@CNN,First lady Melania Trump has been working behind the scenes at the White House for the past several days encouragin… https://t.co/1kAeVRwsEW,0.0,0.0,0.0,1.0,81
282,@CNN,"As the trial began for one of the men accused of viciously murdering Timothy Coggins in 1983, Coggins' niece said i… https://t.co/QQVs7e5CA4",-0.8316,0.0,0.317,0.683,82
283,@CNN,President Donald Trump's longtime personal attorney Michael Cohen has stepped down from a role with the Republican… https://t.co/sPifTcDAAg,0.0,0.0,0.0,1.0,83
284,@CNN,"RT @TheLeadCNN: JUST IN: Support for Democratic House candidates has ticked up slightly to 50%, according to a new CNN poll https://t.co/qg…",-0.0258,0.11,0.114,0.776,84
285,@CNN,"Support for Democratic House candidates has ticked up slightly to 50%, according to a CNN poll conducted by SSRS https://t.co/Us3qsiytyB",-0.0258,0.12,0.124,0.756,85
286,@CNN,Spain grinds out a win over Iran as big teams continue to labor in Russia https://t.co/q5Uh7YzFxC #WorldCup https://t.co/SNSdQlgMlF,0.5859,0.192,0.0,0.808,86
287,@CNN,Former New York City Mayor Michael Bloomberg intends to spend $80 million in 2018 to help Democrats win the House… https://t.co/S1o8DNQysR,0.7579,0.255,0.0,0.745,87
288,@CNN,RT @CNNMoney: Dow closes down 42 points. Nasdaq rises 0.7% to all-time high. S&amp;P closes up 0.2%. Fox surges 7.5% on higher offer from Disne…,0.0,0.0,0.0,1.0,88
289,@CNN,"RT @CNNnewsroom: President Trump's executive order ""does not reverse his zero-tolerance policy"" - @SenatorBaldwin https://t.co/cVBTt0Mlqu h…",0.0,0.0,0.0,1.0,89
290,@CNN,"The US Secret Service has been alerted in response to a tweet that actor Peter Fonda posted about Barron Trump, Pre… https://t.co/e7Dw0hcy9S",0.0,0.0,0.0,1.0,90
291,@CNN,"Walmart says it is ""really disturbed"" that one of its former stores in Texas has been turned into a shelter for mig… https://t.co/PFOC9F4ZOE",-0.4391,0.0,0.121,0.879,91
292,@CNN,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/Xh5oo7S8GN",0.0,0.0,0.0,1.0,92
293,@CNN,"BREAKING: President Trump just signed an executive order to keep families together at the border, reversing his pos… https://t.co/FGeTws2ONQ",0.0,0.0,0.0,1.0,93
294,@CNN,Every Season. Every Episode. Celebrate Anthony @Bourdain's extraordinary journey into #PartsUnknown. The complete s… https://t.co/dqPhrPB6zK,0.5719,0.209,0.0,0.791,94
295,@CNN,AMC Theatres just unveiled a $20 monthly subscription plan that rivals MoviePass https://t.co/oLSZgy0PXG https://t.co/Q3AdgI1rzj,0.0,0.0,0.0,1.0,95
296,@CNN,"RT @CNNnewsroom: ""There is no social safety net in these countries where these families are coming from and they are totally dependent upon…",0.1531,0.108,0.085,0.808,96
297,@CNN,"Burger King Russia has been forced to apologize after an advertisement offered Russian women the chance to win $47,… https://t.co/Lww303wZz5",0.4939,0.275,0.115,0.611,97
298,@CNN,United and American Airlines are asking the Trump administration to stop using their planes to fly immigrant childr… https://t.co/ab4KbaoGiL,0.1531,0.127,0.1,0.773,98
299,@CNN,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/COmbDw95Et",0.7184,0.269,0.0,0.731,99
300,@Fox,"@justkelly_ok ughhhhhh, stay safe. ❤️😢",0.4404,0.42,0.0,0.58,0
301,@Fox,"Isn’t the art of Jenny Holzer very timely? 
https://t.co/JUZtVu79rE https://t.co/5MsXeWX7B1",0.0,0.0,0.0,1.0,1
302,@Fox,"Nanette was the best, most unexpected and thought-provoking standup I have ever seen. I strongly recommend you watc… https://t.co/h1ZAZdtpse",0.8316,0.386,0.0,0.614,2
303,@Fox,"RT @ohcatrina: Invite and provide space for diverse people to speak about things that aren’t just diversity, please 😕",0.1531,0.168,0.099,0.733,3
304,@Fox,@MylesBorins Myles,0.0,0.0,0.0,1.0,4
305,@Fox,"@ZachACole I will do my best! Any more recs in the Boston area?

Seems like most of it is in Cambridge/Sommerville,… https://t.co/47KEIi13P5",0.7901,0.269,0.0,0.731,5
306,@Fox,@amandarchy thank you! noted! 🌸,0.4738,0.381,0.0,0.619,6
307,@Fox,"@msmichellegar Ohhh, that sounds awesome! 

I doubt I’ll have the time though, I’m there for a week and only have a… https://t.co/lxwbwhknVq",0.4389,0.176,0.1,0.723,7
308,@Fox,"@jennwrites ❤️

I remember that! also lol I had good hair once. 😂",0.8356,0.413,0.08,0.507,8
309,@Fox,"@tiffani paper letters, e-letters, what is the difference anymore",0.0,0.0,0.0,1.0,9
310,@Fox,"@EmilyGorcenski This is heartbreaking, Emily. I’m so sorry. I know the expat feelings of loneliness all too well an… https://t.co/TwiNHaddTF",-0.6642,0.085,0.306,0.609,10
311,@Fox,"@ZachACole ahhhhh, that all sounds amazing! I already had a few of them saved, but will add the rest 💖 thank you so… https://t.co/yfH8Q3WcuI",0.8639,0.359,0.0,0.641,11
312,@Fox,"👋🏻 I will be going to Boston in a few weeks. Send me your favourite: museums, points of interest, parks, photo spot… https://t.co/az0EJ5mJoB",0.7351,0.212,0.0,0.788,12
313,@Fox,"RT @theledu: HI

Please buy books from @abookapart today &amp; tomorrow (June 19 &amp;20), bc we’re donating 25% of all profits to @RAICESTEXAS. An…",0.6369,0.191,0.0,0.809,13
314,@Fox,A periodic reminder on how technology is never neutral or apolitical. https://t.co/InWhNjxbjm,0.0,0.0,0.0,1.0,14
315,@Fox,"RT @DelilahSDawson: exec: So what do we think women want in fashion?
women: Pocke--
exec: Cold shoulder tops in pastels. Got it.
women: Poc…",0.5574,0.173,0.0,0.827,15
316,@Fox,“The myopic focus on what’s new leads us to miss the important ways that digital tools are embedded in old systems… https://t.co/L51e0anXVg,0.0516,0.077,0.068,0.855,16
317,@Fox,"@summerscope awww, poor kitteh! 🐈 👋🏻",0.1007,0.239,0.212,0.548,17
318,@Fox,"If you are attending @dinosaur_js this week, I strongly recommend you see @benschwarz’s „Critical Request” talk to… https://t.co/5udfyCzjia",0.5574,0.235,0.0,0.765,18
319,@Fox,"RT @jackiehluo: it's happening! 💖 join us at @square on july 19 for hear + now, an event to amplify the voices of people from marginalized…",0.5707,0.164,0.0,0.836,19
320,@Fox,"@madalynrose awww, likewise! and sorry you’re feeling that way. sending good vibes. 💝",0.5255,0.261,0.072,0.667,20
321,@Fox,@jennwrites 👯‍♀️❤️,0.0,0.0,0.0,1.0,21
322,@Fox,"@taotetek awww, you too! 💞",0.0,0.0,0.0,1.0,22
323,@Fox,"@malchata haha, perfectly timed. 🍻👋🏻",0.802,0.706,0.0,0.294,23
324,@Fox,"Hey friends. I’m feeling very lonely, anxious and stressed and I would love to see your faces. Join the GIF fun via… https://t.co/7gSjaYNMvS",0.7801,0.4,0.209,0.391,24
325,@Fox,"RT @MicheleNL: Inclusive forms:  
- Make them keyboard accessible
- Don't remove default focus styles if you don't supply alternative styli…",0.0,0.0,0.0,1.0,25
326,@Fox,@omosolatweets Thank you for sharing!,0.68,0.651,0.0,0.349,26
327,@Fox,"RT @omosolatweets: Interesting article by @fox that I'm just seeing.
Discussing that constant pull I've felt between balancing community in…",0.4019,0.124,0.0,0.876,27
328,@Fox,"RT @xoxo: 📋 Also new this year, we’re codifying all of our inclusive production practices as policy, and making it open source to encourage…",0.0,0.0,0.0,1.0,28
329,@Fox,"@andymcmillan Likewise! 🎉 

(I already have so much travel anxiety, zomg help)",0.2566,0.188,0.123,0.689,29
330,@Fox,"Congratulations on another successful launch of @xoxo to @andymcmillan and @waxpancake! 🎉 

Excellent illustration… https://t.co/qONbNfKvnQ",0.937,0.545,0.0,0.455,30
331,@Fox,"Doing some research: if you are in tech and received any education (a degree, bootcamp, course, etc.) in computer s… https://t.co/4HITfUn2zS",0.0,0.0,0.0,1.0,31
332,@Fox,Beautifully visualised selection of UX principles. https://t.co/JymmVBqo7m,0.5719,0.381,0.0,0.619,32
333,@Fox,@madpilot sorry not sorry? 😂🙇🏻‍♀️,-0.1531,0.0,0.464,0.536,33
334,@Fox,What tools do people use for working on information architecture these days?,0.0,0.0,0.0,1.0,34
335,@Fox,"@sailorhg @benschwarz thank you, Amy! 🤗",0.68,0.528,0.0,0.472,35
336,@Fox,"@MelissaKaulfuss @benschwarz thanks, Mel! ❤️",0.4926,0.39,0.0,0.61,36
337,@Fox,"@cczona @benschwarz thank you, Carina 💖",0.5719,0.485,0.0,0.515,37
338,@Fox,@waferbaby @benschwarz 😂🙇🏻‍♀️,0.0,0.0,0.0,1.0,38
339,@Fox,"Happy third anniversary to my partner, @benschwarz. So many good times, successes, failures and hardships went by a… https://t.co/Jw1HKSDg4y",0.8166,0.368,0.105,0.527,39
340,@Fox,"@superhighfives I’m jet lagged and been watching Queer Eye since 5am. Also, Antoni and his bullshit guacamole cooking skills, haha.",-0.4588,0.115,0.231,0.654,40
341,@Fox,@kizmarh 🙇🏻‍♀️,0.0,0.0,0.0,1.0,41
342,@Fox,"@ksylor 🙌

I have pretty hard requirements myself, which means way less opportunities, but I’m 100% fine with that… https://t.co/nQjJ3bHE6Y",0.5794,0.257,0.052,0.691,42
343,@Fox,"RT @TheCheish: Mother: can you please fix my computer 

Me: *leans back in chair* well... well ... well ... if it isn’t Miss ‘Get Off That…",0.5994,0.216,0.053,0.731,43
